id_respondent,Rating,Tipo_di_Pesce,Panatura,Spezie,Tempo_di_Preparazione,Formato_Confezione
21,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
21,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
21,60.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
22,50.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
22,10.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
22,10.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
22,20.0,Salmone,Gratinato,Nessuna,8-15,Doppia
22,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
22,10.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
22,10.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
22,40.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
22,40.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
22,50.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
22,50.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
22,10.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
22,30.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
22,80.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
22,40.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
22,40.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
22,40.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
22,10.0,Calamaro,Panko,Nessuna,8-15,Mono
23,80.0,Calamaro,Panko,Nessuna,8-15,Mono
23,70.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
23,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
23,80.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
23,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
23,80.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
23,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
23,90.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
23,80.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
23,80.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
23,80.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
23,80.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
23,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
23,80.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
23,80.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
23,80.0,Salmone,Gratinato,Nessuna,8-15,Doppia
23,80.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
23,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
24,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
24,100.0,Calamaro,Panko,Nessuna,8-15,Mono
24,80.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
24,80.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
24,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
24,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
24,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
24,20.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
24,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
24,10.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
24,80.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
24,80.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
24,50.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
24,100.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
24,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
24,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
24,60.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
24,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
25,60.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
25,60.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
25,60.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
25,50.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
25,60.0,Salmone,Gratinato,Nessuna,8-15,Doppia
25,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
25,70.0,Calamaro,Panko,Nessuna,8-15,Mono
25,70.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
25,70.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
25,60.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
25,70.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
25,80.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
25,60.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
25,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
25,70.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
25,60.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
25,70.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
25,60.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
26,50.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
26,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
26,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
26,50.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
26,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
26,60.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
26,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
26,100.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
26,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
26,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
26,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
26,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
26,100.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
26,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
26,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
26,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
26,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
26,0.0,Calamaro,Panko,Nessuna,8-15,Mono
27,50.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
27,50.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
27,30.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
27,70.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
27,70.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
27,60.0,Salmone,Gratinato,Nessuna,8-15,Doppia
27,80.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
27,30.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
27,60.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
27,70.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
27,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
27,60.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
27,40.0,Calamaro,Panko,Nessuna,8-15,Mono
27,40.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
27,30.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
27,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
27,20.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
27,20.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
28,50.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
28,50.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
28,40.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
28,60.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
28,60.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
28,50.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
28,50.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
28,40.0,Salmone,Gratinato,Nessuna,8-15,Doppia
28,60.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
28,60.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
28,50.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
28,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
28,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
28,30.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
28,50.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
28,50.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
28,30.0,Calamaro,Panko,Nessuna,8-15,Mono
28,30.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
29,90.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
29,80.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
29,90.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
29,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
29,40.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
29,10.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
29,80.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
29,60.0,Salmone,Gratinato,Nessuna,8-15,Doppia
29,50.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
29,80.0,Calamaro,Panko,Nessuna,8-15,Mono
29,50.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
29,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
29,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
29,80.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
29,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
29,70.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
29,90.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
29,80.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
30,100.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
30,0.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
30,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
30,0.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
30,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
30,100.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
30,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
30,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
30,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
30,100.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
30,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
30,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
30,10.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
30,0.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
30,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
30,100.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
30,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
30,0.0,Calamaro,Panko,Nessuna,8-15,Mono
31,90.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
31,90.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
31,90.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
31,70.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
31,70.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
31,80.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
31,0.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
31,30.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
31,30.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
31,90.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
31,80.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
31,20.0,Calamaro,Panko,Nessuna,8-15,Mono
31,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
31,90.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
31,30.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
31,90.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
31,90.0,Salmone,Gratinato,Nessuna,8-15,Doppia
31,90.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
32,70.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
32,0.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
32,50.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
32,20.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
32,80.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
32,50.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
32,10.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
32,10.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
32,40.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
32,90.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
32,10.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
32,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
32,10.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
32,10.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
32,80.0,Salmone,Gratinato,Nessuna,8-15,Doppia
32,10.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
32,10.0,Calamaro,Panko,Nessuna,8-15,Mono
32,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
33,60.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
33,50.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
33,50.0,Calamaro,Panko,Nessuna,8-15,Mono
33,40.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
33,70.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
33,60.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
33,60.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
33,60.0,Salmone,Gratinato,Nessuna,8-15,Doppia
33,50.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
33,50.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
33,40.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
33,70.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
33,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
33,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
33,70.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
33,60.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
33,70.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
33,40.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
34,70.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
34,80.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
34,70.0,Calamaro,Panko,Nessuna,8-15,Mono
34,70.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
34,70.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
34,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
34,70.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
34,70.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
34,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
34,70.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
34,70.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
34,70.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
34,70.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
34,80.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
34,70.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
34,70.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
34,70.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
34,60.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
35,100.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
35,100.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
35,50.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
35,80.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
35,80.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
35,50.0,Calamaro,Panko,Nessuna,8-15,Mono
35,80.0,Salmone,Gratinato,Nessuna,8-15,Doppia
35,80.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
35,50.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
35,80.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
35,100.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
35,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
35,50.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
35,50.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
35,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
35,50.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
35,100.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
35,100.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
36,0.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
36,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
36,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
36,10.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
36,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
36,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
36,60.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
36,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
36,60.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
36,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
36,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
36,30.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
36,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
36,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
36,60.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
36,50.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
36,0.0,Calamaro,Panko,Nessuna,8-15,Mono
36,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
37,70.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
37,70.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
37,70.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
37,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
37,70.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
37,60.0,Salmone,Gratinato,Nessuna,8-15,Doppia
37,50.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
37,60.0,Calamaro,Panko,Nessuna,8-15,Mono
37,70.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
37,80.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
37,60.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
37,80.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
37,50.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
37,60.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
37,70.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
37,60.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
37,70.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
37,60.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
38,20.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
38,20.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
38,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
38,20.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
38,0.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
38,30.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
38,50.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
38,30.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
38,40.0,Salmone,Gratinato,Nessuna,8-15,Doppia
38,20.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
38,20.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
38,40.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
38,30.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
38,20.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
38,20.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
38,30.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
38,30.0,Calamaro,Panko,Nessuna,8-15,Mono
38,30.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
39,0.0,Calamaro,Panko,Nessuna,8-15,Mono
39,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
39,0.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
39,0.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
39,90.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
39,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
39,0.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
39,80.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
39,80.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
39,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
39,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
39,40.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
39,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
39,0.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
39,80.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
39,70.0,Salmone,Gratinato,Nessuna,8-15,Doppia
39,60.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
39,0.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
40,20.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
40,30.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
40,20.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
40,20.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
40,20.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
40,10.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
40,20.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
40,10.0,Salmone,Gratinato,Nessuna,8-15,Doppia
40,20.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
40,40.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
40,20.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
40,20.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
40,30.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
40,0.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
40,10.0,Calamaro,Panko,Nessuna,8-15,Mono
40,10.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
40,20.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
40,20.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
41,100.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
41,100.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
41,100.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
41,100.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
41,100.0,Salmone,Gratinato,Nessuna,8-15,Doppia
41,100.0,Gambero,Nessuna,SalviaRosmarino,8-15,Doppia
41,100.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
41,100.0,Calamaro,Panko,Nessuna,8-15,Mono
41,100.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
41,100.0,Gambero,Gratinato,SalviaRosmarino,PiùDi15,Mono
41,100.0,Calamaro,Gratinato,PrezzemoloBasilico,PiùDi15,Famiglia
41,100.0,Salmone,Gratinato,SalviaRosmarino,MenoDi8,Famiglia
41,100.0,Salmone,Nessuna,Nessuna,PiùDi15,Mono
41,100.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
41,100.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
41,100.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
41,100.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
41,100.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
42,0.0,Calamaro,Gratinato,Nessuna,MenoDi8,Doppia
42,0.0,Calamaro,Nessuna,PrezzemoloBasilico,8-15,Famiglia
42,0.0,Salmone,Nessuna,PrezzemoloBasilico,MenoDi8,Mono
42,0.0,Salmone,Panko,SalviaRosmarino,8-15,Famiglia
42,0.0,Salmone,Gratinato,Nessuna,8-15,Doppia
42,0.0,Gambero,Panko,Nessuna,PiùDi15,Famiglia
42,0.0,Gambero,Panko,PrezzemoloBasilico,MenoDi8,Doppia
42,0.0,Gambero,Gratinato,PrezzemoloBasilico,8-15,Mono
42,0.0,Calamaro,Panko,SalviaRosmarino,MenoDi8,Mono
42,0.0,Salmone,Panko,PrezzemoloBasilico,PiùDi15,Doppia
42,0.0,Calamaro,Panko,Nessuna,8-15,Mono
42,0.0,Calamaro,Nessuna,SalviaRosmarino,PiùDi15,Doppia
42,0.0,Gambero,Nessuna,Nessuna,MenoDi8,Famiglia
